chr,start,end,length,abs_summit,pileup,separation,fold_enrichment,-LOG10(qvalue),name
15,71507395,71507660,266,71507493,21,4148735,5.70747,8.54543,HMGB1_HUV_peak_2464
15,72061353,72061682,330,72061538,35,553693,5.42212,12.83564,HMGB1_HUV_peak_2465
15,73558571,73558887,317,73558701,15,1496889,5.24467,5.76348,HMGB1_HUV_peak_2475
15,74241713,74241910,198,74241833,19,682826,5.61263,7.67859,HMGB1_HUV_peak_2477
15,75021372,75021645,274,75021476,30,779462,6.07673,12.58761,HMGB1_HUV_peak_2480
15,75144330,75144564,235,75144469,15,122685,5.19993,5.6921,HMGB1_HUV_peak_2484
15,75287722,75288098,377,75287912,47,143158,5.21577,16.31734,HMGB1_HUV_peak_2486
15,75795803,75796029,227,75795875,20,507705,5.15202,7.19073,HMGB1_HUV_peak_2490
15,77362841,77363469,629,77363130,73,1566812,5.17894,25.11397,HMGB1_HUV_peak_2499
15,80544228,80544517,290,80544400,16,3180759,5.05588,5.76535,HMGB1_HUV_peak_2511
15,83666487,83666873,387,83666655,25,3121970,5.09661,8.69558,HMGB1_HUV_peak_2526
15,89484515,89484706,192,89484614,19,5817642,5.46788,7.43474,HMGB1_HUV_peak_2543
15,90544574,90545079,506,90544854,69,1059868,5.70082,26.24182,HMGB1_HUV_peak_2553
15,93425783,93426705,923,93426293,72,2880704,5.48695,26.33634,HMGB1_HUV_peak_2566
15,101459422,101459946,525,101459604,68,8032717,5.30403,23.97831,HMGB1_HUV_peak_2588
15,101591883,101592097,215,101592005,20,131937,5.15202,7.19073,HMGB1_HUV_peak_2589
15,102519928,102520583,656,102520098,30,927831,5.92431,12.25046,HMGB1_HUV_peak_2602
16,60511,60917,407,60760,50,0,5.54176,18.50339,HMGB1_HUV_peak_2604
16,122257,122789,533,122407,76,61340,5.01465,25.25849,HMGB1_HUV_peak_2605
16,1358699,1359015,317,1358880,68,1235910,5.11067,23.02987,HMGB1_HUV_peak_2637
16,4321926,4322234,309,4322052,83,2962911,6.00286,33.31235,HMGB1_HUV_peak_2690
16,4322979,4323316,338,4323147,98,745,6.52409,42.56214,HMGB1_HUV_peak_2692
16,4421916,4422304,389,4422097,54,98600,5.26331,18.88865,HMGB1_HUV_peak_2696
16,5252220,5252411,192,5252336,32,829916,5.38618,11.70437,HMGB1_HUV_peak_2703
16,5252635,5252971,337,5252821,23,224,5.28211,8.42932,HMGB1_HUV_peak_2704
16,14927599,14927897,299,14927768,49,9674628,5.43309,17.76498,HMGB1_HUV_peak_2724
16,15005152,15005976,825,15005537,131,77255,5.36952,47.36625,HMGB1_HUV_peak_2725
16,15785007,15785198,192,15785101,18,779031,5.332,6.86448,HMGB1_HUV_peak_2729
16,16403890,16404580,691,16404131,125,618692,5.85852,49.17828,HMGB1_HUV_peak_2732
16,28074752,28075155,404,28074985,20,11670172,5.44804,7.72947,HMGB1_HUV_peak_2757
16,28709020,28709606,587,28709513,22,633865,5.5423,8.58646,HMGB1_HUV_peak_2760
16,28758641,28758889,249,28758740,21,49035,5.06123,7.34249,HMGB1_HUV_peak_2762
16,31335762,31336064,303,31335939,26,2576873,5.29263,9.45637,HMGB1_HUV_peak_2794
16,49891042,49891400,359,49891223,64,18554978,5.31849,22.62148,HMGB1_HUV_peak_2807
16,53659164,53659510,347,53659356,21,3767764,5.70747,8.54543,HMGB1_HUV_peak_2820
16,56773033,56774151,1119,56773349,29,3113523,6.32844,12.74227,HMGB1_HUV_peak_2826
16,58231905,58232268,364,58232097,51,1457754,6.78424,23.04742,HMGB1_HUV_peak_2837
16,66304297,66304520,224,66304395,28,8072029,5.99305,11.65047,HMGB1_HUV_peak_2840
16,67226031,67226304,274,67226141,64,921511,5.77594,24.6534,HMGB1_HUV_peak_2850
16,68260199,68260390,192,68260272,15,1033895,6.21372,7.25985,HMGB1_HUV_peak_2866
16,69314297,69314563,267,69314404,29,1053907,5.34368,10.57311,HMGB1_HUV_peak_2872
16,85589980,85590292,313,85590159,45,16275417,5.62519,16.96824,HMGB1_HUV_peak_2924
16,87759769,87760277,509,87760095,34,2169477,7.87366,18.12894,HMGB1_HUV_peak_2935
16,89989539,89990101,563,89989929,77,2229262,5.07436,25.93466,HMGB1_HUV_peak_2964
17,41811,42533,723,41977,17,0,6.73304,8.77993,HMGB1_HUV_peak_2968
17,235336,236116,781,235942,60,192803,5.03173,19.96054,HMGB1_HUV_peak_2970
17,1258267,1258478,212,1258444,37,1022151,5.31309,13.22438,HMGB1_HUV_peak_2977
17,2350639,2351640,1002,2351453,38,1092161,6.94678,17.84918,HMGB1_HUV_peak_2998
17,2627892,2628205,314,2628068,37,276252,5.31309,13.22438,HMGB1_HUV_peak_3000
17,2757087,2757322,236,2757176,27,128882,5.15697,9.49252,HMGB1_HUV_peak_3001
17,4934849,4935167,319,4934983,50,2177527,6.89354,22.9515,HMGB1_HUV_peak_3014
17,7788179,7788879,701,7788338,66,2853012,5.4565,23.97722,HMGB1_HUV_peak_3033
17,8924756,8925048,293,8924908,35,1135877,5.03346,11.78593,HMGB1_HUV_peak_3039
17,10728644,10728861,218,10728743,23,1803596,5.88802,9.59063,HMGB1_HUV_peak_3041
17,18791752,18792239,488,18792078,15,8062891,5.24467,5.76348,HMGB1_HUV_peak_3076
17,19483280,19483515,236,19483398,27,691041,6.10188,11.50035,HMGB1_HUV_peak_3081
17,19530933,19531360,428,19531063,17,47418,5.05136,6.07076,HMGB1_HUV_peak_3082
17,26785985,26786257,273,26786138,15,7254625,5.05441,5.4653,HMGB1_HUV_peak_3097
17,27619608,27620165,558,27619884,66,833351,6.55051,28.75458,HMGB1_HUV_peak_3104
17,28850424,28850745,322,28850613,30,1230259,5.5218,11.33708,HMGB1_HUV_peak_3114
17,30185890,30186347,458,30186058,70,1335145,5.00345,23.16722,HMGB1_HUV_peak_3122
17,31248780,31249251,472,31248922,16,1062433,5.57246,6.60253,HMGB1_HUV_peak_3132
17,34058667,34059115,449,34058807,21,2809416,5.30134,7.79588,HMGB1_HUV_peak_3139
17,35766773,35767336,564,35767183,60,1707658,5.11479,20.32763,HMGB1_HUV_peak_3142
17,36609974,36610569,596,36610153,51,842638,5.35225,18.17914,HMGB1_HUV_peak_3150
17,36858381,36858746,366,36858575,66,247812,5.4565,23.97722,HMGB1_HUV_peak_3157
17,36861317,36862198,882,36861490,85,2571,7.03677,39.48222,HMGB1_HUV_peak_3158
17,38599628,38600103,476,38599932,74,1737430,5.42811,26.77656,HMGB1_HUV_peak_3171
17,40683990,40684327,338,40684171,71,2083887,5.62869,26.66202,HMGB1_HUV_peak_3180
17,40828857,40829107,251,40828981,52,144530,5.12015,17.65408,HMGB1_HUV_peak_3183
17,41125201,41125473,273,41125299,21,296094,5.39735,7.98259,HMGB1_HUV_peak_3186
17,41529534,41529827,294,41529640,17,404061,5.35328,6.57553,HMGB1_HUV_peak_3191
17,41910154,41910612,459,41910424,55,380327,5.21173,19.02878,HMGB1_HUV_peak_3194
17,43129339,43129601,263,43129445,52,1218727,5.18174,17.88952,HMGB1_HUV_peak_3210
17,48045866,48046145,280,48046038,43,4916265,5.74051,16.59038,HMGB1_HUV_peak_3250
17,48228176,48228477,302,48228353,55,182031,5.21372,19.03647,HMGB1_HUV_peak_3255
17,48556071,48556512,442,48556248,75,327594,5.50048,27.52409,HMGB1_HUV_peak_3259
17,54669953,54670220,268,54670125,37,6113441,5.83509,14.63823,HMGB1_HUV_peak_3268
17,56032084,56033057,974,56032644,65,1361864,5.15963,22.23435,HMGB1_HUV_peak_3275
17,59947103,59947313,211,59947180,15,3914046,7.86797,9.73164,HMGB1_HUV_peak_3291
17,64265272,64265588,317,64265412,27,4317959,6.16247,11.62227,HMGB1_HUV_peak_3315
17,66364762,66364972,211,66364871,19,2099174,6.55584,9.25973,HMGB1_HUV_peak_3331
17,70536355,70536622,268,70536517,29,4171383,7.98688,16.00961,HMGB1_HUV_peak_3334
17,73150107,73150585,479,73150338,89,2613485,5.32764,31.70303,HMGB1_HUV_peak_3344
17,77786931,77787701,771,77787144,57,4636346,5.15392,19.47423,HMGB1_HUV_peak_3381
17,79448149,79448538,390,79448371,61,1660448,5.71775,23.25448,HMGB1_HUV_peak_3406
17,79603770,79604184,415,79604017,81,155232,5.34028,28.86173,HMGB1_HUV_peak_3410
17,80376223,80376716,494,80376376,71,772039,5.21098,24.57675,HMGB1_HUV_peak_3430
17,80533751,80534203,453,80533906,21,157035,5.85704,8.81507,HMGB1_HUV_peak_3434
17,80928265,80928490,226,80928375,23,394062,5.23018,8.32184,HMGB1_HUV_peak_3439
17,81026372,81026841,470,81026686,78,97882,5.51305,28.71292,HMGB1_HUV_peak_3441
18,12896973,12897270,298,12897144,28,0,5.16556,9.83318,HMGB1_HUV_peak_3487
18,19928335,19928778,444,19928601,71,7031065,5.8637,27.7934,HMGB1_HUV_peak_3495
18,22930750,22931263,514,22931118,42,3001972,5.38251,15.1465,HMGB1_HUV_peak_3503
18,28714558,28714779,222,28714616,15,5783295,7.89984,9.78189,HMGB1_HUV_peak_3509
18,42260101,42260433,333,42260275,35,13545322,5.03346,11.78593,HMGB1_HUV_peak_3524
18,43620823,43621014,192,43620969,15,1360390,6.46069,7.63078,HMGB1_HUV_peak_3525
18,46502193,46502763,571,46502592,66,2881179,5.23781,22.95199,HMGB1_HUV_peak_3537
18,48405499,48405844,346,48405660,58,1902736,5.07269,19.471,HMGB1_HUV_peak_3539
18,48494211,48494759,549,48494546,57,88367,5.67059,21.55284,HMGB1_HUV_peak_3540
18,53255041,53255474,434,53255278,82,4760282,7.37543,39.67416,HMGB1_HUV_peak_3548
18,55095902,55096246,345,55096064,23,1840428,5.06275,7.99064,HMGB1_HUV_peak_3550
18,56530398,56530677,280,56530552,36,1434152,5.20912,12.60009,HMGB1_HUV_peak_3555
18,59992296,59992814,519,59992633,62,3461619,6.14465,25.40561,HMGB1_HUV_peak_3559
18,60189451,60189724,274,60189607,60,196637,5.72955,22.92343,HMGB1_HUV_peak_3560
18,60987031,60987992,962,60987771,63,797307,5.3224,22.28342,HMGB1_HUV_peak_3565
18,75612156,75612406,251,75612277,27,14624164,6.86936,13.01865,HMGB1_HUV_peak_3576
18,76739319,76739940,622,76739474,26,1126913,5.57974,10.05303,HMGB1_HUV_peak_3577
19,912809,913267,459,913085,56,0,5.06506,18.77268,HMGB1_HUV_peak_3616
19,1173912,1174256,345,1174094,87,260645,8.34271,46.50404,HMGB1_HUV_peak_3629
19,2015454,2015708,255,2015618,37,841198,5.27678,13.12321,HMGB1_HUV_peak_3666
19,2128375,2128682,308,2128520,29,112667,5.34368,10.57311,HMGB1_HUV_peak_3668
19,3047262,3047528,267,3047350,27,918580,5.78639,10.8505,HMGB1_HUV_peak_3683
19,4123738,4124154,417,4123983,68,1076210,5.1863,23.40294,HMGB1_HUV_peak_3703
19,4969186,4969638,453,4969308,63,845032,5.15365,21.52018,HMGB1_HUV_peak_3711
19,13094279,13094627,349,13094444,62,8124641,6.8457,28.1517,HMGB1_HUV_peak_3763
19,13100366,13100563,198,13100435,15,5739,6.02933,6.98595,HMGB1_HUV_peak_3764
19,13210005,13210470,466,13210241,74,109442,5.2339,25.75672,HMGB1_HUV_peak_3767
19,14200441,14200814,374,14200590,58,989971,5.01434,19.22622,HMGB1_HUV_peak_3779
19,15311580,15311801,222,15311718,25,1110766,5.66603,9.88476,HMGB1_HUV_peak_3793
19,18077954,18078155,202,18078033,24,2766153,5.88466,9.95944,HMGB1_HUV_peak_3817
19,18119056,18119372,317,18119185,68,40901,5.1863,23.40294,HMGB1_HUV_peak_3819
19,20586439,20586764,326,20586621,35,2467067,7.84527,18.54148,HMGB1_HUV_peak_3843
19,22001858,22002049,192,22001960,17,1415094,7.0921,9.33368,HMGB1_HUV_peak_3845
19,22290022,22290500,479,22290129,17,287973,5.68621,7.12176,HMGB1_HUV_peak_3847
19,23110216,23110522,307,23110335,26,819716,6.62402,12.13899,HMGB1_HUV_peak_3849
19,30389836,30390528,693,30390206,20,7279314,5.31238,7.49209,HMGB1_HUV_peak_3855
19,30391131,30391990,860,30391283,29,603,5.8807,11.78295,HMGB1_HUV_peak_3857
19,30392592,30392971,380,30392792,22,602,9.28725,14.87497,HMGB1_HUV_peak_3858
19,34286202,34287353,1152,34286420,70,3893231,5.54163,25.86129,HMGB1_HUV_peak_3869
19,34569947,34570297,351,34570134,27,282594,9.75524,18.11903,HMGB1_HUV_peak_3871
19,36208612,36209323,712,36209076,64,1638315,5.19301,22.04447,HMGB1_HUV_peak_3880
19,36774905,36775233,329,36775058,35,565582,5.36577,12.6841,HMGB1_HUV_peak_3889
19,36780021,36780312,292,36780146,37,4788,5.27678,13.12321,HMGB1_HUV_peak_3890
19,37769922,37770327,406,37770210,21,989610,5.84174,8.7871,HMGB1_HUV_peak_3897
19,37790127,37790518,392,37790310,27,19800,6.86936,13.01865,HMGB1_HUV_peak_3905
19,40614215,40614406,192,40614310,17,2823697,6.49393,8.41268,HMGB1_HUV_peak_3923
19,41036160,41036652,493,41036486,41,421754,5.13604,14.05122,HMGB1_HUV_peak_3929
19,42364296,42364690,395,42364478,80,1327644,6.33228,33.77936,HMGB1_HUV_peak_3942
19,44052158,44052424,267,44052275,19,1687468,5.61263,7.67859,HMGB1_HUV_peak_3953
19,44418956,44419210,255,44419077,19,366532,5.61263,7.67859,HMGB1_HUV_peak_3955
19,46476435,46476721,287,46476638,36,2057225,5.68154,13.86921,HMGB1_HUV_peak_3974
19,47746435,47746697,263,47746545,38,1269714,5.89948,15.18079,HMGB1_HUV_peak_3990
19,51198202,51198771,570,51198428,38,3451505,7.05502,18.11173,HMGB1_HUV_peak_4012
19,51339107,51339451,345,51339276,19,140336,5.94809,8.25437,HMGB1_HUV_peak_4014
19,56615640,56615940,301,56615775,30,5276189,5.5218,11.33708,HMGB1_HUV_peak_4041
19,57050186,57050468,283,57050371,38,434246,5.56785,14.27991,HMGB1_HUV_peak_4043
20,1783891,1784281,391,1784023,56,0,5.4038,20.13907,HMGB1_HUV_peak_4617
20,2854151,2854401,251,2854274,67,1069870,5.11113,22.69025,HMGB1_HUV_peak_4624
20,5008322,5008813,492,5008476,20,2153921,5.18331,7.24882,HMGB1_HUV_peak_4645
20,21372214,21372429,216,21372264,19,16363401,5.32459,7.17739,HMGB1_HUV_peak_4661
20,30709510,30709854,345,30709695,25,9337081,5.48465,9.51351,HMGB1_HUV_peak_4674
20,30764124,30765155,1032,30764627,28,54270,6.67163,13.04364,HMGB1_HUV_peak_4675
20,31124646,31124859,214,31124757,22,359491,5.17412,7.88484,HMGB1_HUV_peak_4680
20,32319785,32320319,535,32320025,101,1194926,6.87224,45.9205,HMGB1_HUV_peak_4692
20,32816835,32817048,214,32816965,16,496516,6.13316,7.49184,HMGB1_HUV_peak_4696
20,32817937,32818265,329,32818086,17,889,6.99043,9.1729,HMGB1_HUV_peak_4697
20,33063987,33064297,311,33064197,58,245722,5.24278,20.18752,HMGB1_HUV_peak_4699
20,33413000,33413497,498,33413359,67,348703,5.53794,24.7228,HMGB1_HUV_peak_4704
20,33814609,33815131,523,33814815,58,401112,5.76836,22.31673,HMGB1_HUV_peak_4707
20,35629105,35629414,310,35629243,20,1813974,5.90005,8.53291,HMGB1_HUV_peak_4718
20,35974582,35974835,254,35974690,53,345168,5.11939,17.98671,HMGB1_HUV_peak_4720
20,36346468,36347025,558,36346843,29,371633,5.8807,11.78295,HMGB1_HUV_peak_4723
20,36889128,36889320,193,36889236,27,542103,5.15697,9.49252,HMGB1_HUV_peak_4725
20,37089871,37090171,301,37090021,29,200551,5.8807,11.78295,HMGB1_HUV_peak_4726
20,40050483,40050688,206,40050617,17,2960312,5.90026,7.47386,HMGB1_HUV_peak_4732
20,46154408,46154721,314,46154584,25,6103720,5.48465,9.51351,HMGB1_HUV_peak_4750
20,57463888,57464536,649,57464029,64,11309167,5.77594,24.6534,HMGB1_HUV_peak_4786
20,57466808,57467195,388,57466983,56,2272,6.35226,23.72132,HMGB1_HUV_peak_4790
20,61660318,61660633,316,61660496,59,4193123,9.03687,34.00644,HMGB1_HUV_peak_4813
20,62917633,62917968,336,62917801,32,1257000,5.87805,12.89191,HMGB1_HUV_peak_4837
21,30383833,30384360,528,30384086,25,0,6.12005,10.77986,HMGB1_HUV_peak_4848
21,37602847,37603039,193,37602940,28,7218487,5.16556,9.83318,HMGB1_HUV_peak_4868
21,40177827,40178219,393,40177980,60,2574788,5.20063,20.69794,HMGB1_HUV_peak_4877
21,46824688,46825469,782,46825287,78,6646469,5.72611,29.84716,HMGB1_HUV_peak_4920
21,48118394,48119394,1001,48118678,68,1292925,8.42933,36.88297,HMGB1_HUV_peak_4929
22,18507073,18507462,390,18507317,39,0,5.21865,13.63133,HMGB1_HUV_peak_4937
22,19072235,19072441,207,19072322,22,564773,5.41389,8.34749,HMGB1_HUV_peak_4939
22,19748015,19749193,1179,19749052,39,675574,5.87577,15.49028,HMGB1_HUV_peak_4947
22,22237790,22238017,228,22237961,20,2488597,5.31238,7.49209,HMGB1_HUV_peak_4973
22,27168604,27169085,482,27168758,42,4930587,7.65928,21.41482,HMGB1_HUV_peak_4997
22,29948482,29948776,295,29948669,27,2779397,5.48866,10.21105,HMGB1_HUV_peak_5007
22,30783091,30783533,443,30783315,66,834315,5.4565,23.97722,HMGB1_HUV_peak_5011
22,31423252,31423443,192,31423319,18,639719,5.8211,7.68531,HMGB1_HUV_peak_5015
22,31885407,31886214,808,31885594,68,461964,5.38553,24.36939,HMGB1_HUV_peak_5018
22,39203360,39203734,375,39203605,20,7317146,8.27411,12.39366,HMGB1_HUV_peak_5055
22,39853724,39854033,310,39853874,20,649990,5.89326,8.52454,HMGB1_HUV_peak_5065
22,40896872,40897919,1048,40897188,19,1042839,6.12747,8.55488,HMGB1_HUV_peak_5068
22,40932296,40932538,243,40932402,22,34377,7.49889,12.02219,HMGB1_HUV_peak_5069
22,40933674,40934135,462,40933815,22,1136,5.64269,8.77721,HMGB1_HUV_peak_5071
22,45403493,45403785,293,45403624,16,4469358,5.05588,5.76535,HMGB1_HUV_peak_5099
22,46457127,46457332,206,46457247,37,1053342,5.27678,13.12321,HMGB1_HUV_peak_5104
22,47774987,47775213,227,47775063,22,1317655,9.06213,14.52321,HMGB1_HUV_peak_5111
22,51112782,51113652,871,51112918,60,3337569,5.78302,23.14251,HMGB1_HUV_peak_5134
X,1355023,1355225,203,1355162,19,0,5.77891,7.97424,HMGB1_HUV_peak_7718
X,1484005,1486526,2522,1484207,23,128780,6.73515,11.13267,HMGB1_HUV_peak_7719
X,3761231,3761995,765,3761733,42,2274705,6.01218,17.01146,HMGB1_HUV_peak_7725
X,3799787,3800414,628,3800264,38,37792,7.18292,18.41981,HMGB1_HUV_peak_7726
X,33585446,33585643,198,33585592,16,29785032,10.02706,13.3973,HMGB1_HUV_peak_7753
X,39965404,39965814,411,39965686,28,6379761,5.68468,10.99032,HMGB1_HUV_peak_7759
X,49822060,49822329,270,49822165,22,9856246,11.35602,18.06007,HMGB1_HUV_peak_7775
X,53605640,53606167,528,53605826,28,3783311,5.68468,10.99032,HMGB1_HUV_peak_7777
X,67872711,67872987,277,67872808,22,14266544,5.01226,7.56441,HMGB1_HUV_peak_7785
X,69899563,69899913,351,69899774,18,2026576,5.332,6.86448,HMGB1_HUV_peak_7787
X,71398758,71399289,532,71399102,21,1498845,8.54386,13.2544,HMGB1_HUV_peak_7791
X,71996684,71996981,298,71996851,15,597395,9.43723,12.1213,HMGB1_HUV_peak_7793
X,72163497,72163789,293,72163658,18,166516,11.20671,16.00772,HMGB1_HUV_peak_7794
X,100227410,100227753,344,100227566,20,28063621,7.31643,10.8876,HMGB1_HUV_peak_7799
X,100228212,100228541,330,100228435,23,459,5.23018,8.32184,HMGB1_HUV_peak_7800
X,114581754,114581996,243,114581859,19,14353213,6.12747,8.55488,HMGB1_HUV_peak_7805
X,131623539,131623932,394,131623797,33,17041543,6.05617,13.68314,HMGB1_HUV_peak_7814
X,133119736,133119989,254,133119847,20,1495804,5.74127,8.2533,HMGB1_HUV_peak_7815
X,133594324,133594568,245,133594399,44,474335,5.17826,15.18228,HMGB1_HUV_peak_7816
X,134556139,134556441,303,134556294,27,961571,5.48866,10.21105,HMGB1_HUV_peak_7817
X,149551157,149551348,192,149551314,37,14994716,7.40129,18.4803,HMGB1_HUV_peak_7823
X,152343286,152343572,287,152343386,16,2791938,5.37031,6.27941,HMGB1_HUV_peak_7829
X,153665220,153665483,264,153665384,59,1321648,5.68821,22.3753,HMGB1_HUV_peak_7842
X,153718718,153718971,254,153718868,36,53235,5.57274,13.583,HMGB1_HUV_peak_7846
X,153978993,153979525,533,153979228,41,260022,5.13604,14.05122,HMGB1_HUV_peak_7847
X,154611588,154612580,993,154612285,49,632063,5.07146,16.47576,HMGB1_HUV_peak_7851
